날짜,지역,유종,가격
2025-03-01,서울특별시,DSL,1625.31
2025-03-01,세종특별자치시,GAS,1683.17
2025-03-01,세종특별자치시,DSL,1560.00
2025-03-01,울산광역시,DSL,1528.37
2025-03-01,울산광역시,GAS,1664.63
2025-03-01,인천광역시,GAS,1666.62
2025-03-01,인천광역시,DSL,1534.43
2025-03-01,전라남도,GAS,1704.94
2025-03-01,전라남도,DSL,1569.64
2025-03-01,전라북도,GAS,1680.36
2025-03-01,전라북도,DSL,1549.70
2025-03-01,제주특별자치도,GAS,1751.84
2025-03-01,제주특별자치도,DSL,1614.45
2025-03-01,충청남도,GAS,1694.14
2025-03-01,충청남도,DSL,1561.31
2025-03-01,충청북도,GAS,1700.12
2025-03-01,충청북도,DSL,1565.20
2025-04-01,강원도,GAS,1673.95
2025-04-01,강원도,DSL,1541.68
2025-04-01,경기도,GAS,1640.71
2025-04-01,경기도,DSL,1505.40
2025-04-01,경상남도,GAS,1634.76
2025-04-01,경상남도,DSL,1502.51
2025-04-01,경상북도,GAS,1639.99
2025-04-01,경상북도,DSL,1499.47
2025-04-01,광주광역시,GAS,1629.56
2025-04-01,광주광역시,DSL,1502.40
2025-04-01,대구광역시,GAS,1606.34
2025-04-01,대구광역시,DSL,1469.02
2025-04-01,대전광역시,GAS,1615.95
2025-04-01,대전광역시,DSL,1497.68
2025-04-01,부산광역시,GAS,1619.77
2025-04-01,부산광역시,DSL,1481.91
2025-04-01,서울특별시,GAS,1711.84
2025-04-01,서울특별시,DSL,1592.64
2025-04-01,세종특별자치시,GAS,1642.37
2025-04-01,세종특별자치시,DSL,1516.40
2025-04-01,울산광역시,DSL,1474.98
2025-04-01,울산광역시,GAS,1610.06
2025-04-01,인천광역시,GAS,1628.05
2025-04-01,인천광역시,DSL,1501.87
2025-04-01,전라남도,GAS,1664.88
2025-04-01,전라남도,DSL,1530.85
2025-04-01,전라북도,GAS,1642.85
2025-04-01,전라북도,DSL,1512.32
2025-04-01,제주특별자치도,GAS,1709.51
2025-04-01,제주특별자치도,DSL,1559.51
2025-04-01,충청남도,GAS,1652.03
2025-04-01,충청남도,DSL,1520.00
2025-04-01,충청북도,GAS,1657.80
2025-04-01,충청북도,DSL,1523.92
2025-05-01,강원도,GAS,1659.29
2025-05-01,강원도,DSL,1525.82
2025-05-01,경기도,GAS,1634.49
2025-05-01,경기도,DSL,1498.32
2025-05-01,경상남도,GAS,1623.07
2025-05-01,경상남도,DSL,1488.69
2025-05-01,경상북도,GAS,1624.83
2025-05-01,경상북도,DSL,1484.17
2025-05-01,광주광역시,GAS,1618.22
2025-05-01,광주광역시,DSL,1489.87
2025-05-01,대구광역시,GAS,1596.78
2025-05-01,대구광역시,DSL,1457.75
2025-05-01,대전광역시,GAS,1618.32
2025-05-01,대전광역시,DSL,1499.99
2025-05-01,부산광역시,GAS,1611.86
2025-05-01,부산광역시,DSL,1474.67
2025-05-01,서울특별시,GAS,1709.48
2025-05-01,서울특별시,DSL,1592.06
2025-05-01,세종특별자치시,GAS,1631.47
2025-05-01,세종특별자치시,DSL,1501.89
2025-05-01,울산광역시,DSL,1463.44
2025-05-01,울산광역시,GAS,1599.87
2025-05-01,인천광역시,GAS,1625.09
2025-05-01,인천광역시,DSL,1499.86
2025-05-01,전라남도,GAS,1648.36
2025-05-01,전라남도,DSL,1513.77
2025-05-01,전라북도,GAS,1631.27
2025-05-01,전라북도,DSL,1498.24
2025-05-01,제주특별자치도,GAS,1689.00
2025-05-01,제주특별자치도,DSL,1545.36
2025-05-01,충청남도,GAS,1643.27
2025-05-01,충청남도,DSL,1509.34
2025-05-01,충청북도,GAS,1646.01
2025-05-01,충청북도,DSL,1511.45
2025-06-01,강원도,GAS,1654.59
2025-06-01,강원도,DSL,1519.43
2025-06-01,경기도,GAS,1642.36
2025-06-01,경기도,DSL,1502.53
2025-06-01,경상남도,GAS,1631.26
2025-06-01,경상남도,DSL,1493.62
2025-06-01,경상북도,GAS,1631.16
2025-06-01,경상북도,DSL,1491.00
2025-06-01,광주광역시,GAS,1626.09
2025-06-01,광주광역시,DSL,1494.97
2025-06-01,대구광역시,GAS,1608.11
2025-06-01,대구광역시,DSL,1466.97
2025-06-01,대전광역시,GAS,1628.00
2025-06-01,대전광역시,DSL,1505.56
2025-06-01,부산광역시,GAS,1627.39
2025-06-01,부산광역시,DSL,1489.33
2025-06-01,서울특별시,GAS,1714.58
2025-06-01,서울특별시,DSL,1593.57
2025-06-01,세종특별자치시,GAS,1629.31
2025-06-01,세종특별자치시,DSL,1500.88
2025-06-01,울산광역시,DSL,1483.76
2025-06-01,울산광역시,GAS,1612.66
2025-06-01,인천광역시,GAS,1639.40
2025-06-01,인천광역시,DSL,1506.37
2025-06-01,전라남도,GAS,1644.28
2025-06-01,전라남도,DSL,1507.43
2025-06-01,전라북도,GAS,1633.80
2025-06-01,전라북도,DSL,1497.69
2025-06-01,제주특별자치도,GAS,1697.45
2025-06-01,제주특별자치도,DSL,1557.12
2025-06-01,충청남도,GAS,1647.00
2025-06-01,충청남도,DSL,1509.67
2025-06-01,충청북도,GAS,1650.49
2025-06-01,충청북도,DSL,1513.90
2025-07-01,강원도,GAS,1678.62
2025-07-01,강원도,DSL,1544.06
2025-07-01,경기도,GAS,1671.41
2025-07-01,경기도,DSL,1531.24
2025-07-01,경상남도,GAS,1657.59
2025-07-01,경상남도,DSL,1520.92
2025-07-01,경상북도,GAS,1657.44
2025-07-01,경상북도,DSL,1519.44
2025-07-01,광주광역시,GAS,1652.25
2025-07-01,광주광역시,DSL,1520.13
2025-07-01,대구광역시,GAS,1639.75
2025-07-01,대구광역시,DSL,1498.24
2025-07-01,대전광역시,GAS,1657.53
2025-07-01,대전광역시,DSL,1532.44
2025-07-01,부산광역시,GAS,1657.41
2025-07-01,부산광역시,DSL,1521.55
2025-07-01,서울특별시,GAS,1738.73
2025-07-01,서울특별시,DSL,1618.38
2025-07-01,세종특별자치시,GAS,1650.41
2025-07-01,세종특별자치시,DSL,1523.82
2025-07-01,울산광역시,DSL,1518.80
2025-07-01,울산광역시,GAS,1639.48
2025-07-01,인천광역시,GAS,1669.38
2025-07-01,인천광역시,DSL,1533.68
2025-07-01,전라남도,GAS,1665.52
2025-07-01,전라남도,DSL,1529.76
2025-07-01,전라북도,GAS,1653.38
2025-07-01,전라북도,DSL,1517.23
2025-07-01,제주특별자치도,GAS,1719.25
2025-07-01,제주특별자치도,DSL,1583.80
2025-07-01,충청남도,GAS,1671.34
2025-07-01,충청남도,DSL,1532.47
2025-07-01,충청북도,GAS,1669.19
2025-07-01,충청북도,DSL,1535.66
2025-08-01,강원도,GAS,1681.62
2025-08-01,강원도,DSL,1552.67
2025-08-01,경기도,GAS,1665.89
2025-08-01,경기도,DSL,1531.97
2025-08-01,경상남도,GAS,1656.91
2025-08-01,경상남도,DSL,1526.80
2025-08-01,경상북도,GAS,1657.78
2025-08-01,경상북도,DSL,1523.44
2025-08-01,광주광역시,GAS,1649.31
2025-08-01,광주광역시,DSL,1523.43
2025-08-01,대구광역시,GAS,1636.55
2025-08-01,대구광역시,DSL,1500.34
2025-08-01,대전광역시,GAS,1649.00
2025-08-01,대전광역시,DSL,1530.09
2025-08-01,부산광역시,GAS,1656.78
2025-08-01,부산광역시,DSL,1528.17
2025-08-01,서울특별시,GAS,1732.12
2025-08-01,서울특별시,DSL,1614.59
2025-08-01,세종특별자치시,GAS,1651.62
2025-08-01,세종특별자치시,DSL,1528.76
2025-08-01,울산광역시,DSL,1516.00
2025-08-01,울산광역시,GAS,1636.21
2025-08-01,인천광역시,GAS,1657.72
2025-08-01,인천광역시,DSL,1530.79
2025-08-01,전라남도,GAS,1670.16
2025-08-01,전라남도,DSL,1540.23
2025-08-01,전라북도,GAS,1655.80
2025-08-01,전라북도,DSL,1526.32
2025-08-01,제주특별자치도,GAS,1710.68
2025-08-01,제주특별자치도,DSL,1586.50
2025-08-01,충청남도,GAS,1671.29
2025-08-01,충청남도,DSL,1539.43
2025-08-01,충청북도,GAS,1669.24
2025-08-01,충청북도,DSL,1540.98
2025-09-01,강원도,GAS,1678.08
2025-09-01,강원도,DSL,1550.49
2025-09-01,경기도,GAS,1656.65
2025-09-01,경기도,DSL,1523.50
2025-09-01,경상남도,GAS,1652.67
2025-09-01,경상남도,DSL,1523.24
2025-09-01,경상북도,GAS,1653.81
2025-09-01,경상북도,DSL,1519.88
2025-09-01,광주광역시,GAS,1644.20
2025-09-01,광주광역시,DSL,1520.07
2025-09-01,대구광역시,GAS,1629.10
2025-09-01,대구광역시,DSL,1495.20
2025-09-01,대전광역시,GAS,1639.02
2025-09-01,대전광역시,DSL,1520.41
2025-09-01,부산광역시,GAS,1646.20
2025-09-01,부산광역시,DSL,1519.53
2025-09-01,서울특별시,GAS,1720.79
2025-09-01,서울특별시,DSL,1604.30
2025-09-01,세종특별자치시,GAS,1646.50
2025-09-01,세종특별자치시,DSL,1524.24
2025-09-01,울산광역시,DSL,1513.07
2025-09-01,울산광역시,GAS,1632.11
2025-09-01,인천광역시,GAS,1649.41
2025-09-01,인천광역시,DSL,1525.20
2025-09-01,전라남도,GAS,1665.56
2025-09-01,전라남도,DSL,1536.94
2025-09-01,전라북도,GAS,1652.90
2025-09-01,전라북도,DSL,1523.73
2025-09-01,제주특별자치도,GAS,1710.16
2025-09-01,제주특별자치도,DSL,1585.84
2025-09-01,충청남도,GAS,1666.43
2025-09-01,충청남도,DSL,1535.47
2025-09-01,충청북도,GAS,1664.61
2025-09-01,충청북도,DSL,1537.20
2025-10-01,강원도,GAS,1680.35
2025-10-01,강원도,DSL,1554.67
2025-10-01,경기도,GAS,1660.18
2025-10-01,경기도,DSL,1530.56
2025-10-01,경상남도,GAS,1653.45
2025-10-01,경상남도,DSL,1526.32
2025-10-01,경상북도,GAS,1657.66
2025-10-01,경상북도,DSL,1526.58
2025-10-01,광주광역시,GAS,1649.02
2025-10-01,광주광역시,DSL,1525.95
2025-10-01,대구광역시,GAS,1634.29
2025-10-01,대구광역시,DSL,1504.84
2025-10-01,대전광역시,GAS,1645.96
2025-10-01,대전광역시,DSL,1530.28
2025-10-01,부산광역시,GAS,1644.10
2025-10-01,부산광역시,DSL,1519.82
2025-10-01,서울특별시,GAS,1724.33
2025-10-01,서울특별시,DSL,1610.52
2025-10-01,세종특별자치시,GAS,1649.91
2025-10-01,세종특별자치시,DSL,1527.99
2025-10-01,울산광역시,DSL,1517.27
2025-10-01,울산광역시,GAS,1634.65
2025-10-01,인천광역시,GAS,1654.84
2025-10-01,인천광역시,DSL,1534.16
2025-10-01,전라남도,GAS,1668.80
2025-10-01,전라남도,DSL,1542.93
2025-10-01,전라북도,GAS,1657.11
2025-10-01,전라북도,DSL,1529.05
2025-10-01,제주특별자치도,GAS,1722.43
2025-10-01,제주특별자치도,DSL,1613.63
2025-10-01,충청남도,GAS,1669.57
2025-10-01,충청남도,DSL,1540.76
2025-10-01,충청북도,GAS,1667.04
2025-10-01,충청북도,DSL,1541.60
2025-11-01,강원도,GAS,1727.85
2025-11-01,강원도,DSL,1630.32
2025-11-01,경기도,GAS,1720.71
2025-11-01,경기도,DSL,1620.86
2025-11-01,경상남도,GAS,1701.05
2025-11-01,경상남도,DSL,1602.82
2025-11-01,경상북도,GAS,1709.61
2025-11-01,경상북도,DSL,1607.34
2025-11-01,광주광역시,GAS,1705.19
2025-11-01,광주광역시,DSL,1608.18
2025-11-01,대구광역시,GAS,1692.41
2025-11-01,대구광역시,DSL,1593.92
2025-11-01,대전광역시,GAS,1715.08
2025-11-01,대전광역시,DSL,1625.23
2025-11-01,부산광역시,GAS,1695.47
2025-11-01,부산광역시,DSL,1599.41
2025-11-01,서울특별시,GAS,1787.70
2025-11-01,서울특별시,DSL,1693.34
2025-11-01,세종특별자치시,GAS,1712.51
2025-11-01,세종특별자치시,DSL,1615.89
2025-11-01,울산광역시,DSL,1610.34
2025-11-01,울산광역시,GAS,1696.19
2025-11-01,인천광역시,GAS,1720.93
2025-11-01,인천광역시,DSL,1623.87
2025-11-01,전라남도,GAS,1719.22
2025-11-01,전라남도,DSL,1618.71
2025-11-01,전라북도,GAS,1708.51
2025-11-01,전라북도,DSL,1605.80
2025-11-01,제주특별자치도,GAS,1776.05
2025-11-01,제주특별자치도,DSL,1698.86
2025-11-01,충청남도,GAS,1721.92
2025-11-01,충청남도,DSL,1618.87
2025-11-01,충청북도,GAS,1721.83
2025-11-01,충청북도,DSL,1620.46
2025-12-01,강원도,GAS,1755.37
2025-12-01,강원도,DSL,1672.31
2025-12-01,경기도,GAS,1737.32
2025-12-01,경기도,DSL,1644.26
2025-12-01,경상남도,GAS,1729.62
2025-12-01,경상남도,DSL,1642.49
2025-12-01,경상북도,GAS,1735.22
2025-12-01,경상북도,DSL,1646.57
2025-12-01,광주광역시,GAS,1725.66
2025-12-01,광주광역시,DSL,1633.98
2025-12-01,대구광역시,GAS,1711.94
2025-12-01,대구광역시,DSL,1623.15
2025-12-01,대전광역시,GAS,1723.01
2025-12-01,대전광역시,DSL,1641.29
2025-12-01,부산광역시,GAS,1718.54
2025-12-01,부산광역시,DSL,1630.66
2025-12-01,서울특별시,GAS,1802.42
2025-12-01,서울특별시,DSL,1712.71
2025-12-01,세종특별자치시,GAS,1733.24
2025-12-01,세종특별자치시,DSL,1646.53
2025-12-01,울산광역시,DSL,1638.50
2025-12-01,울산광역시,GAS,1720.32
2025-12-01,인천광역시,GAS,1734.34
2025-12-01,인천광역시,DSL,1643.48
2025-12-01,전라남도,GAS,1748.41
2025-12-01,전라남도,DSL,1661.78
2025-12-01,전라북도,GAS,1731.96
2025-12-01,전라북도,DSL,1638.03
2025-12-01,제주특별자치도,GAS,1789.54
2025-12-01,제주특별자치도,DSL,1715.75
2025-12-01,충청남도,GAS,1744.68
2025-12-01,충청남도,DSL,1653.28
2025-12-01,충청북도,GAS,1745.67
2025-12-01,충청북도,DSL,1648.98
2026-01-01,강원도,GAS,1726.50
2026-01-01,강원도,DSL,1630.37
2026-01-01,경기도,GAS,1697.26
2026-01-01,경기도,DSL,1590.31
2026-01-01,경상남도,GAS,1698.45
2026-01-01,경상남도,DSL,1595.06
2026-01-01,경상북도,GAS,1698.75
2026-01-01,경상북도,DSL,1595.08
2026-01-01,광주광역시,GAS,1685.16
2026-01-01,광주광역시,DSL,1576.34
2026-01-01,대구광역시,GAS,1666.70
2026-01-01,대구광역시,DSL,1563.32
2026-01-01,대전광역시,GAS,1685.11
2026-01-01,대전광역시,DSL,1587.52
2026-01-01,부산광역시,GAS,1684.23
2026-01-01,부산광역시,DSL,1577.95
2026-01-01,서울특별시,GAS,1762.96
2026-01-01,서울특별시,DSL,1665.54
2026-01-01,세종특별자치시,GAS,1698.09
2026-01-01,세종특별자치시,DSL,1591.91
2026-01-01,울산광역시,GAS,1685.74
2026-01-01,울산광역시,DSL,1584.24
2026-01-01,인천광역시,GAS,1693.35
2026-01-01,인천광역시,DSL,1591.52
2026-01-01,전라남도,GAS,1720.66
2026-01-01,전라남도,DSL,1619.53
2026-01-01,전라북도,GAS,1697.87
2026-01-01,전라북도,DSL,1590.40
2026-01-01,제주특별자치도,GAS,1737.70
2026-01-01,제주특별자치도,DSL,1635.61
2026-01-01,충청남도,GAS,1709.29
2026-01-01,충청남도,DSL,1602.89
2026-01-01,충청북도,GAS,1714.57
2026-01-01,충청북도,DSL,1605.33
2026-02-01,강원도,GAS,1707.69
2026-02-01,강원도,DSL,1610.60
2026-02-01,경기도,GAS,1685.24
2026-02-01,경기도,DSL,1583.61
2026-02-01,경상남도,GAS,1681.24
2026-02-01,경상남도,DSL,1579.25
2026-02-01,경상북도,GAS,1680.68
2026-02-01,경상북도,DSL,1576.00
2026-02-01,광주광역시,GAS,1671.83
2026-02-01,광주광역시,DSL,1569.93
2026-02-01,대구광역시,GAS,1649.13
2026-02-01,대구광역시,DSL,1547.00
2026-02-01,대전광역시,GAS,1672.97
2026-02-01,대전광역시,DSL,1579.38
2026-02-01,부산광역시,GAS,1665.77
2026-02-01,부산광역시,DSL,1562.62
2026-02-01,서울특별시,GAS,1750.00
2026-02-01,서울특별시,DSL,1657.69
2026-02-01,세종특별자치시,GAS,1685.47
2026-02-01,세종특별자치시,DSL,1581.02
2026-02-01,울산광역시,GAS,1658.61
2026-02-01,울산광역시,DSL,1558.85
2026-02-01,인천광역시,GAS,1682.77
2026-02-01,인천광역시,DSL,1594.28
2026-02-01,전라남도,GAS,1703.00
2026-02-01,전라남도,DSL,1599.46
2026-02-01,전라북도,GAS,1683.90
2026-02-01,전라북도,DSL,1577.92
2026-02-01,제주특별자치도,GAS,1700.27
2026-02-01,제주특별자치도,DSL,1618.70
2026-02-01,충청남도,GAS,1693.85
2026-02-01,충청남도,DSL,1590.19
2026-02-01,충청북도,GAS,1700.44
2026-02-01,충청북도,DSL,1596.06
2026-03-01,강원도,GAS,1832.93
2026-03-01,강원도,DSL,1817.65
2026-03-01,경기도,GAS,1839.94
2026-03-01,경기도,DSL,1833.86
2026-03-01,경상남도,GAS,1830.39
2026-03-01,경상남도,DSL,1828.22
2026-03-01,경상북도,GAS,1834.45
2026-03-01,경상북도,DSL,1824.95
2026-03-01,광주광역시,GAS,1820.62
2026-03-01,광주광역시,DSL,1810.97
2026-03-01,대구광역시,GAS,1827.75
2026-03-01,대구광역시,DSL,1819.36
2026-03-01,대전광역시,GAS,1829.32
2026-03-01,대전광역시,DSL,1823.02
2026-03-01,부산광역시,GAS,1815.44
2026-03-01,부산광역시,DSL,1808.26
2026-03-01,서울특별시,GAS,1875.81
2026-03-01,서울특별시,DSL,1862.51
2026-03-01,세종특별자치시,GAS,1831.50
2026-03-01,세종특별자치시,DSL,1825.10
2026-03-01,울산광역시,GAS,1821.91
2026-03-01,울산광역시,DSL,1826.99
2026-03-01,인천광역시,GAS,1830.09
2026-03-01,인천광역시,DSL,1835.23
2026-03-01,전라남도,GAS,1825.68
2026-03-01,전라남도,DSL,1814.41
2026-03-01,전라북도,GAS,1832.93
2026-03-01,전라북도,DSL,1820.17
2026-03-01,제주특별자치도,GAS,1841.02
2026-03-01,제주특별자치도,DSL,1852.23
2026-03-01,충청남도,GAS,1848.76
2026-03-01,충청남도,DSL,1840.75
2026-03-01,충청북도,GAS,1845.10
2026-03-01,충청북도,DSL,1836.09
2026-04-01,강원도,GAS,1987.50
2026-04-01,강원도,DSL,1980.69
2026-04-01,경기도,GAS,1990.78
2026-04-01,경기도,DSL,1982.77
2026-04-01,경상남도,GAS,1981.46
2026-04-01,경상남도,DSL,1978.39
2026-04-01,경상북도,GAS,1981.02
2026-04-01,경상북도,DSL,1975.43
2026-04-01,광주광역시,GAS,1974.62
2026-04-01,광주광역시,DSL,1968.65
2026-04-01,대구광역시,GAS,1974.61
2026-04-01,대구광역시,DSL,1964.77
2026-04-01,대전광역시,GAS,1976.73
2026-04-01,대전광역시,DSL,1967.57
2026-04-01,부산광역시,GAS,1972.63
2026-04-01,부산광역시,DSL,1965.62
2026-04-01,서울특별시,GAS,2021.60
2026-04-01,서울특별시,DSL,2005.46
2026-04-01,세종특별자치시,GAS,1978.83
2026-04-01,세종특별자치시,DSL,1974.46
2026-04-01,울산광역시,GAS,1973.74
2026-04-01,울산광역시,DSL,1971.79
2026-04-01,인천광역시,GAS,1985.24
2026-04-01,인천광역시,DSL,1977.93
2026-04-01,전라남도,GAS,1980.26
2026-04-01,전라남도,DSL,1976.14
2026-04-01,전라북도,GAS,1975.44
2026-04-01,전라북도,DSL,1970.65
2026-04-01,제주특별자치도,GAS,2020.86
2026-04-01,제주특별자치도,DSL,2005.30
2026-04-01,충청남도,GAS,1988.65
2026-04-01,충청남도,DSL,1981.85
2026-04-01,충청북도,GAS,1993.15
2026-04-01,충청북도,DSL,1986.66
2026-05-01,강원도,GAS,2019.54
2026-05-01,강원도,DSL,2013.34
2026-05-01,경기도,GAS,2011.97
2026-05-01,경기도,DSL,2005.69
2026-05-01,경상남도,GAS,2003.78
2026-05-01,경상남도,DSL,2000.44
2026-05-01,경상북도,GAS,2004.96
2026-05-01,경상북도,DSL,1999.13
2026-05-01,광주광역시,GAS,2001.84
2026-05-01,광주광역시,DSL,1998.15
2026-05-01,대구광역시,GAS,1994.71
2026-05-01,대구광역시,DSL,1987.42
2026-05-01,대전광역시,GAS,2000.91
2026-05-01,대전광역시,DSL,1996.47
2026-05-01,부산광역시,GAS,1997.94
2026-05-01,부산광역시,DSL,1992.43
2026-05-01,서울특별시,GAS,2051.10
2026-05-01,서울특별시,DSL,2038.85
2026-05-01,세종특별자치시,GAS,2006.24
2026-05-01,세종특별자치시,DSL,2003.71
2026-05-01,울산광역시,GAS,1998.40
2026-05-01,울산광역시,DSL,1996.28
2026-05-01,인천광역시,GAS,2009.37
2026-05-01,인천광역시,DSL,2005.31
2026-05-01,전라남도,GAS,2014.96
2026-05-01,전라남도,DSL,2010.90
2026-05-01,전라북도,GAS,2006.48
2026-05-01,전라북도,DSL,2002.27
2026-05-01,제주특별자치도,GAS,2028.19
2026-05-01,제주특별자치도,DSL,2020.38
2026-05-01,충청남도,GAS,2015.17
2026-05-01,충청남도,DSL,2009.28
2026-05-01,충청북도,GAS,2016.03
2026-05-01,충청북도,DSL,2010.86
